player,season,pos,player_id,g,x3pa_per_game,x2pa_per_game,team,e_fg_percent,fga_per_game,x3p_percent,orb_per_game,x2p_percent,ft_percent,fg_percent,drb_percent,orb_percent,blk_percent,obpm,usg_percent,ast_percent,trb_percent,stl_percent,tov_percent,x3p_ar,ts_percent,f_tr,shooting_foul_committed,points_generated_by_assists,offensive_foul_drawn,and1,shooting_foul_drawn,fga_blocked,bad_pass_turnover,lost_ball_turnover,offensive_foul_committed
LeBron James,2012,SF,jamesle01,62,2.4,16.5,MIA,0.554,18.9,0.362,1.5,0.556,0.771,0.531,19.7,5.0,1.7,8.2,32.0,33.6,12.6,2.6,13.3,0.127,0.605,0.429,41,872,13.0,51,212,31,125,52,16
Leandro Barbosa,2012,SG,barbole01,64,2.7,7.3,2TM,0.476,10.0,0.382,0.5,0.441,0.815,0.425,7.9,2.8,0.4,-0.6,26.5,13.3,5.3,2.2,12.0,0.267,0.512,0.195,52,227,9.0,14,51,36,38,29,21
Leandro Barbosa,2012,SG,barbole01,22,2.7,5.6,IND,0.467,8.3,0.424,0.5,0.387,0.758,0.399,9.5,3.1,0.0,-0.7,23.2,13.3,6.3,2.4,11.6,0.322,0.496,0.18,11,78,3.0,5,15,12,11,7,7
Leandro Barbosa,2012,SG,barbole01,42,2.6,8.2,TOR,0.48,10.8,0.36,0.5,0.461,0.835,0.436,7.1,2.6,0.6,-0.5,28.0,13.3,4.9,2.0,12.1,0.244,0.518,0.2,41,149,6.0,9,36,24,27,22,14
Lester Hudson,2012,PG,hudsole01,16,4.0,6.1,2TM,0.432,10.1,0.25,0.4,0.469,0.829,0.383,13.8,2.3,0.7,-1.4,28.6,20.6,7.8,2.2,15.1,0.395,0.483,0.253,13,84,2.0,3,15,4,15,11,3
Lester Hudson,2012,PG,hudsole01,13,4.7,6.9,CLE,0.44,11.6,0.246,0.5,0.489,0.842,0.391,14.7,2.4,0.7,-0.9,28.3,21.4,8.3,2.3,15.2,0.404,0.492,0.252,13,82,2.0,3,14,3,15,10,3
Lester Hudson,2012,PG,hudsole01,3,1.0,2.7,MEM,0.318,3.7,0.333,0.0,0.25,0.667,0.273,0.0,0.0,0.0,-8.5,32.4,8.2,0.0,0.0,14.0,0.273,0.365,0.273,0,2,0.0,0,1,1,0,1,0
Linas Kleiza,2012,SF,kleizli01,49,3.7,4.7,TOR,0.478,8.4,0.346,0.9,0.446,0.81,0.402,17.2,4.7,0.3,-0.8,23.1,7.9,11.0,1.2,12.4,0.437,0.521,0.244,49,109,4.0,8,39,19,17,25,15
Lou Amundson,2012,PF,amundlo01,60,0.0,3.5,IND,0.43,3.5,,1.6,0.43,0.427,0.43,19.0,14.1,4.6,-4.0,17.3,3.0,16.6,1.9,15.6,0.0,0.438,0.396,72,32,4.0,6,36,29,15,13,6
Lou Williams,2012,PG,willilo02,64,3.6,8.6,PHI,0.46,12.2,0.362,0.5,0.425,0.812,0.407,8.3,2.0,0.8,3.7,27.4,22.4,5.1,1.7,7.2,0.293,0.525,0.373,43,478,9.0,26,133,41,38,16,10
Luc Mbah a Moute,2012,PF,mbahalu01,43,0.1,6.0,MIL,0.511,6.1,0.25,1.8,0.514,0.641,0.51,16.9,8.2,1.6,-1.2,15.1,4.4,12.4,2.0,11.3,0.015,0.544,0.395,48,66,4.0,12,52,20,12,15,5
Luis Scola,2012,PF,scolalu01,66,0.0,13.4,HOU,0.491,13.5,0.0,1.8,0.493,0.773,0.491,17.3,6.8,0.9,-1.0,24.8,12.0,12.0,0.9,13.6,0.003,0.526,0.223,76,332,10.0,12,80,69,50,53,27
Luke Babbitt,2012,SF,babbilu01,40,2.5,1.8,POR,0.535,4.3,0.43,0.4,0.384,0.85,0.41,17.5,3.4,0.6,-0.6,17.8,4.8,10.3,1.0,12.9,0.578,0.556,0.116,25,39,1.0,0,4,5,7,14,2
Luke Harangody,2012,PF,haranlu01,21,1.0,2.1,CLE,0.392,3.1,0.238,1.0,0.409,0.75,0.354,16.9,9.5,1.0,-1.3,14.5,4.3,13.0,1.4,5.4,0.323,0.427,0.185,10,15,1.0,1,4,8,2,0,2
Luke Ridnour,2012,SG,ridnolu01,53,2.9,7.5,MIN,0.485,10.4,0.322,0.4,0.485,0.891,0.44,7.8,1.2,0.7,-0.6,17.8,24.0,4.5,1.6,13.7,0.276,0.53,0.216,70,589,16.0,4,25,18,61,26,5
Luke Walton,2012,PF,waltolu01,30,0.7,1.5,2TM,0.423,2.2,0.35,0.4,0.378,,0.369,11.4,4.0,0.2,-5.7,11.4,14.8,7.6,0.7,29.3,0.308,0.423,0.0,26,78,2.0,0,0,0,22,2,1
Luke Walton,2012,PF,waltolu01,21,0.8,1.7,CLE,0.422,2.4,0.438,0.3,0.314,,0.353,11.1,2.6,0.3,-6.3,11.4,15.5,6.7,0.5,32.9,0.314,0.422,0.0,24,67,2.0,0,0,0,20,2,1
Luke Walton,2012,SF,waltolu01,9,0.4,1.1,LAL,0.429,1.6,0.0,0.7,0.6,,0.429,13.1,10.8,0.0,-2.7,11.3,11.6,12.0,1.6,12.5,0.286,0.429,0.0,2,11,0.0,0,0,0,2,0,0
Luol Deng,2012,SF,denglu01,54,4.0,10.0,CHI,0.464,14.0,0.367,1.4,0.43,0.77,0.412,14.0,4.1,1.2,0.6,19.8,11.7,9.2,1.4,10.4,0.285,0.5,0.219,39,346,7.0,15,68,41,49,32,11
Malcolm Lee,2012,SG,leema01,19,0.5,2.6,MIN,0.407,3.1,0.2,0.5,0.429,0.824,0.39,7.8,4.1,1.2,-3.5,15.3,19.8,5.9,1.7,20.4,0.169,0.466,0.288,13,68,0.0,1,9,4,9,4,1
Malcolm Thomas,2012,PF,thomama01,3,0.0,1.0,SAS,0.0,1.0,,0.3,0.0,0.5,0.0,15.0,7.8,4.8,-2.5,11.8,8.1,11.5,3.4,0.0,0.0,0.129,0.667,0,2,1.0,0,0,2,0,0,0
Manny Harris,2012,SG,harrima01,26,1.4,4.4,CLE,0.44,5.8,0.333,0.4,0.421,0.695,0.4,15.3,2.6,1.0,-1.4,20.0,11.8,8.7,1.5,13.3,0.24,0.492,0.393,12,67,1.0,6,29,12,10,7,4
Manu Ginóbili,2012,SG,ginobma01,34,3.7,4.7,SAS,0.618,8.4,0.413,0.5,0.616,0.871,0.526,13.9,2.7,1.1,5.8,22.7,30.3,8.4,1.6,16.3,0.442,0.668,0.354,24,333,8.0,7,36,14,44,18,1
MarShon Brooks,2012,SG,brookma01,56,2.7,8.8,NJN,0.465,11.4,0.313,1.3,0.463,0.764,0.428,9.4,4.8,0.7,-0.7,22.9,14.6,7.0,1.7,14.3,0.234,0.502,0.231,56,296,5.0,19,69,34,44,36,6
Marc Gasol,2012,C,gasolma01,65,0.2,11.2,MEM,0.483,11.4,0.083,1.8,0.489,0.748,0.482,23.1,5.8,4.1,1.0,19.1,14.1,14.3,1.4,12.1,0.016,0.541,0.428,108,460,10.0,27,138,41,49,38,24
Marcin Gortat,2012,C,gortama01,66,0.0,11.6,PHO,0.555,11.7,0.0,2.8,0.557,0.649,0.555,25.0,10.0,3.4,2.2,20.8,4.8,17.6,1.2,9.3,0.003,0.578,0.326,75,139,16.0,21,113,57,18,40,19
Marco Belinelli,2012,SG,belinma01,66,4.3,6.1,NOH,0.495,10.4,0.377,0.3,0.445,0.783,0.417,9.1,1.2,0.2,-0.4,19.5,8.9,5.2,1.3,8.5,0.414,0.525,0.188,49,214,11.0,12,47,22,33,27,4
Marcus Camby,2012,C,cambyma01,59,0.1,4.8,2TM,0.449,4.9,0.4,2.7,0.447,0.453,0.446,32.7,13.3,4.8,-0.1,12.6,11.9,22.8,1.9,15.3,0.017,0.455,0.223,77,227,5.0,10,28,11,43,5,6
Marcus Camby,2012,C,cambyma01,19,0.3,6.4,HOU,0.492,6.6,0.4,2.7,0.488,0.423,0.484,31.7,13.0,4.7,1.7,14.6,10.9,22.3,1.9,6.8,0.04,0.491,0.206,23,65,1.0,4,12,3,8,0,1
Marcus Camby,2012,C,cambyma01,40,0.0,4.0,POR,0.416,4.0,,2.6,0.416,0.474,0.416,33.2,13.4,4.8,-1.1,11.5,12.4,23.1,1.9,20.9,0.0,0.428,0.236,54,162,4.0,6,16,8,35,5,5
Marcus Morris,2012,PF,morrima03,17,1.0,2.2,HOU,0.315,3.2,0.118,0.3,0.378,0.75,0.296,10.2,4.6,1.2,-6.6,22.2,3.7,7.4,0.8,6.5,0.315,0.348,0.148,6,7,1.0,0,4,4,1,1,2
Marcus Thornton,2012,SG,thornma01,51,6.1,9.7,SAC,0.505,15.7,0.345,1.6,0.497,0.865,0.438,6.7,4.9,0.5,2.4,23.4,9.4,5.8,2.0,8.8,0.386,0.544,0.203,40,215,1.0,14,75,33,39,24,18
Mario Chalmers,2012,PG,chalmma01,64,4.1,3.7,MIA,0.549,7.8,0.388,0.3,0.513,0.792,0.448,9.8,1.1,0.5,-0.8,17.4,19.0,5.6,2.8,20.7,0.522,0.578,0.203,61,480,19.0,6,25,18,77,29,19
Markieff Morris,2012,PF,morrima02,63,2.0,5.0,PHO,0.448,6.9,0.347,1.1,0.42,0.717,0.399,19.1,6.4,2.5,-2.6,20.4,8.2,12.8,1.7,12.7,0.284,0.484,0.243,108,137,5.0,11,49,28,30,16,11
Marquis Daniels,2012,SG,daniema01,38,0.3,3.5,BOS,0.364,3.8,0.0,0.4,0.391,0.739,0.364,11.6,4.1,1.4,-4.5,18.0,15.5,8.0,2.3,15.5,0.07,0.395,0.161,20,107,1.0,5,11,20,7,17,1
Marreese Speights,2012,PF,speigma01,60,0.1,8.1,MEM,0.453,8.1,0.0,2.2,0.456,0.771,0.453,21.4,11.3,1.8,-1.8,20.5,6.0,16.2,0.8,12.1,0.006,0.491,0.223,78,103,8.0,11,55,32,27,25,8
Martell Webster,2012,SF,webstma02,47,2.3,3.5,MIN,0.491,5.8,0.339,0.9,0.479,0.792,0.423,12.3,4.1,1.1,-1.9,13.6,5.5,8.2,1.4,13.2,0.401,0.533,0.265,42,93,9.0,5,30,17,17,14,9
Marvin Williams,2012,SF,willima02,57,2.6,5.6,ATL,0.494,8.2,0.389,1.3,0.452,0.788,0.432,16.9,6.0,0.9,1.1,18.0,7.7,11.5,1.7,6.8,0.317,0.542,0.311,48,171,2.0,9,52,40,16,12,4
Matt Barnes,2012,SF,barnema02,63,2.2,4.0,LAL,0.512,6.1,0.333,1.5,0.518,0.742,0.452,18.3,7.9,2.4,0.4,16.4,13.8,13.3,1.3,14.1,0.357,0.554,0.331,76,273,6.0,8,48,30,43,18,7
Matt Bonner,2012,PF,bonnema01,65,3.8,1.5,SAS,0.59,5.4,0.42,0.4,0.49,0.762,0.44,15.7,2.6,1.1,2.4,12.8,6.5,9.3,0.6,3.8,0.714,0.597,0.06,41,148,8.0,0,6,6,9,0,1
Matt Carroll,2012,SG,carroma01,53,0.8,2.2,CHA,0.357,3.0,0.186,0.2,0.386,0.789,0.331,10.0,1.5,0.9,-5.9,15.3,10.6,5.6,1.4,12.1,0.274,0.409,0.242,25,84,7.0,3,16,14,13,6,4
Maurice Evans,2012,SF,evansma01,24,1.9,2.8,WAS,0.478,4.7,0.378,0.3,0.418,0.769,0.402,5.3,2.6,0.0,-2.9,16.7,4.2,3.9,2.1,7.8,0.402,0.497,0.116,19,19,0.0,2,5,5,2,6,1
Mehmet Okur,2012,C,okurme01,17,4.2,3.9,NJN,0.457,8.2,0.319,1.3,0.433,0.6,0.374,15.5,5.5,0.8,-2.7,16.8,11.1,10.4,1.1,15.0,0.518,0.46,0.036,26,68,4.0,2,3,4,8,6,7
Metta World Peace,2012,SF,artesro01,64,3.0,4.3,LAL,0.454,7.3,0.296,1.1,0.46,0.617,0.394,9.1,4.8,1.1,-1.6,15.6,12.5,7.1,2.1,11.8,0.406,0.478,0.247,50,309,2.0,12,52,28,32,18,11
Michael Beasley,2012,SF,beaslmi01,47,2.1,8.4,MIN,0.483,10.6,0.376,0.8,0.462,0.642,0.445,17.2,4.0,1.2,-1.2,25.3,7.7,10.6,0.9,12.9,0.203,0.502,0.191,42,99,1.0,9,47,31,28,26,15
Michael Redd,2012,SG,reddmi01,51,2.6,4.5,PHO,0.458,7.1,0.318,0.3,0.447,0.793,0.4,9.1,2.1,0.0,-0.2,26.3,7.1,5.6,0.9,8.3,0.367,0.511,0.308,8,78,2.0,12,50,16,18,11,3
Mickaël Piétrus,2012,SG,pietrmi01,42,4.3,2.1,BOS,0.498,6.4,0.335,0.4,0.489,0.645,0.385,13.7,2.4,0.8,-2.1,16.5,4.4,8.3,1.2,10.4,0.674,0.509,0.115,37,55,5.0,1,12,7,13,7,1
Mickell Gladness,2012,PF,gladnmi01,26,0.0,2.3,2TM,0.424,2.3,,0.5,0.424,0.5,0.424,19.8,6.4,6.1,-4.6,13.1,2.9,13.2,0.8,9.8,0.0,0.436,0.203,27,11,0.0,2,7,7,1,4,0
Mickell Gladness,2012,PF,gladnmi01,18,0.0,3.1,GSW,0.429,3.1,,0.7,0.429,0.5,0.429,17.2,6.6,6.5,-4.0,13.4,2.0,11.9,0.7,6.1,0.0,0.441,0.214,22,6,0.0,2,7,7,1,1,0
Mickell Gladness,2012,PF,gladnmi01,8,0.0,0.4,MIA,0.333,0.4,,0.1,0.333,,0.333,41.1,4.4,2.9,-9.4,9.9,9.8,23.5,1.9,50.0,0.0,0.333,0.0,5,5,0.0,0,0,0,0,3,0
Mike Bibby,2012,PG,bibbymi01,39,2.2,1.0,NYK,0.391,3.2,0.318,0.1,0.205,0.75,0.282,11.3,1.0,0.4,-2.9,11.9,21.2,6.1,1.9,13.6,0.685,0.404,0.065,22,191,7.0,0,1,1,17,1,1
Mike Conley,2012,PG,conlemi01,62,2.6,8.5,MEM,0.477,11.0,0.377,0.4,0.45,0.861,0.433,7.4,1.2,0.4,1.0,18.3,29.8,4.2,3.3,14.2,0.232,0.523,0.231,62,856,13.0,12,50,40,66,47,5
Mike Dunleavy,2012,SF,dunlemi02,55,3.8,5.4,MIL,0.557,9.2,0.399,0.5,0.527,0.811,0.474,13.7,2.2,0.4,2.3,19.0,13.0,7.8,1.0,9.3,0.413,0.597,0.284,52,257,19.0,10,59,15,34,11,6
Mike James,2012,PG,jamesmi01,11,0.9,3.5,CHI,0.469,4.5,0.6,0.2,0.359,0.875,0.408,7.3,1.9,1.2,-0.8,25.3,39.8,4.6,1.8,21.0,0.204,0.505,0.163,10,63,0.0,2,5,5,7,3,2
Mike Miller,2012,SG,millemi01,39,3.0,2.4,MIA,0.562,5.4,0.453,0.6,0.413,0.4,0.435,16.2,3.6,0.6,0.3,14.9,8.7,10.2,1.0,12.4,0.56,0.561,0.024,28,93,2.0,0,2,6,18,8,1
Mikki Moore,2012,C,mooremi01,7,0.0,2.9,GSW,0.45,2.9,,1.0,0.45,0.857,0.45,14.4,6.8,1.9,-6.8,11.8,6.0,10.6,1.3,23.3,0.0,0.52,0.35,14,12,2.0,1,4,2,2,3,2
Mo Williams,2012,SG,willima01,52,4.6,7.2,LAC,0.502,11.8,0.389,0.4,0.449,0.9,0.426,6.2,1.8,0.4,1.4,22.9,18.5,4.0,1.9,11.7,0.391,0.53,0.131,43,361,8.0,7,24,31,42,24,6
Monta Ellis,2012,SG,ellismo01,58,3.5,14.5,2TM,0.463,17.9,0.308,0.3,0.462,0.796,0.433,9.6,1.1,0.6,1.0,28.7,28.6,5.3,2.1,13.2,0.193,0.509,0.264,68,791,18.0,21,100,36,78,67,19
Monta Ellis,2012,SG,ellismo01,37,4.2,14.8,GSW,0.469,19.0,0.321,0.4,0.465,0.812,0.433,9.2,1.3,0.7,2.0,30.7,29.3,5.3,2.1,13.5,0.222,0.516,0.264,37,512,12.0,13,63,27,60,37,16
Monta Ellis,2012,SG,ellismo01,21,2.1,13.9,MIL,0.449,16.0,0.267,0.2,0.457,0.764,0.432,10.4,0.6,0.6,-0.8,25.0,27.3,5.3,2.0,12.6,0.134,0.493,0.265,31,279,6.0,8,37,9,18,30,3
Morris Almond,2012,SG,almonmo01,4,0.8,3.5,WAS,0.382,4.3,0.333,0.3,0.357,0.333,0.353,11.9,1.7,0.0,-6.0,12.9,4.4,6.7,5.4,5.2,0.176,0.382,0.176,1,4,0.0,1,2,0,0,0,1
Mychel Thompson,2012,SG,thompmy02,5,2.2,2.6,CLE,0.375,4.8,0.364,0.0,0.231,,0.292,6.2,0.0,0.8,-5.9,13.7,11.6,3.0,1.1,17.2,0.458,0.375,0.0,2,14,1.0,0,0,1,3,2,0
Nate Robinson,2012,PG,robinna01,51,3.5,5.9,GSW,0.492,9.5,0.365,0.3,0.459,0.832,0.424,8.1,1.4,0.1,1.5,23.6,31.8,4.8,2.6,12.3,0.374,0.534,0.233,44,539,5.0,7,38,21,40,17,6
Nazr Mohammed,2012,C,mohamna01,63,0.0,2.7,OKC,0.467,2.7,0.0,0.9,0.47,0.565,0.467,17.1,10.4,3.9,-3.0,13.4,3.1,14.0,1.5,12.7,0.006,0.477,0.136,56,30,1.0,1,10,18,8,7,5
Nenê,2012,C,hilarne01,39,0.1,10.0,2TM,0.537,10.1,0.0,1.6,0.542,0.673,0.537,23.3,6.7,2.7,0.4,22.6,12.0,15.1,1.9,17.1,0.01,0.573,0.427,34,179,10.0,18,79,32,36,28,20
Nenê,2012,C,hilarne01,28,0.1,10.0,DEN,0.509,10.0,0.0,1.5,0.513,0.677,0.509,22.6,6.3,2.4,-0.7,22.5,11.7,14.7,2.2,18.5,0.007,0.554,0.473,24,137,9.0,11,60,28,29,22,15
Nenê,2012,C,hilarne01,11,0.2,10.0,WAS,0.607,10.2,0.0,1.8,0.618,0.657,0.607,25.3,7.9,3.5,3.5,23.1,12.8,16.5,1.1,13.0,0.018,0.624,0.313,10,42,1.0,7,19,4,7,6,5
Nick Collison,2012,PF,collini01,63,0.0,3.2,OKC,0.597,3.2,0.0,1.9,0.6,0.71,0.597,12.7,11.1,1.6,-0.5,10.0,9.3,12.0,1.3,21.1,0.005,0.622,0.308,90,204,4.0,7,29,22,17,19,11
Nick Young,2012,SG,youngni01,62,4.5,8.1,2TM,0.469,12.6,0.365,0.5,0.424,0.852,0.403,6.8,2.0,0.8,-0.3,24.5,5.7,4.4,1.3,8.8,0.36,0.512,0.216,63,125,7.0,13,72,36,21,30,17
Nick Young,2012,SG,youngni01,22,3.9,4.9,LAC,0.472,8.8,0.353,0.5,0.426,0.821,0.394,5.8,2.5,1.0,-2.3,20.9,3.1,4.1,1.5,10.2,0.44,0.509,0.202,24,24,3.0,2,18,10,6,7,5
Nick Young,2012,SG,youngni01,40,4.9,9.9,WAS,0.468,14.8,0.371,0.5,0.424,0.862,0.406,7.2,1.8,0.7,0.6,26.1,6.8,4.5,1.3,8.3,0.333,0.513,0.22,39,101,4.0,11,54,26,15,23,12
Nicolas Batum,2012,SF,batumni01,59,4.6,6.2,POR,0.534,10.9,0.391,1.4,0.496,0.836,0.451,12.6,5.2,2.6,2.6,20.5,7.9,8.8,1.7,11.2,0.427,0.575,0.248,37,198,20.0,15,69,38,45,22,10
Nikola Peković,2012,C,pekovni01,47,0.0,9.7,MIN,0.564,9.7,,3.9,0.564,0.743,0.564,14.6,15.8,1.8,2.3,21.9,4.6,15.2,1.2,14.0,0.0,0.607,0.412,51,74,3.0,19,88,70,9,31,18
Nikola Vučević,2012,C,vucevni01,51,0.2,5.5,PHI,0.455,5.7,0.375,1.7,0.452,0.529,0.45,21.7,12.0,3.1,-2.5,19.6,6.2,16.8,1.3,9.7,0.027,0.462,0.117,73,72,0.0,2,11,9,14,6,4
Nolan Smith,2012,PG,smithno01,44,1.0,3.1,POR,0.408,4.1,0.289,0.4,0.4,0.714,0.372,8.6,3.6,0.4,-4.2,19.8,18.2,6.0,1.8,17.9,0.25,0.434,0.156,28,149,4.0,1,9,15,23,10,5
Norris Cole,2012,PG,coleno01,65,1.2,5.8,MIA,0.417,6.9,0.276,0.3,0.417,0.776,0.393,6.4,2.1,0.1,-4.9,21.8,17.0,4.3,1.8,17.7,0.169,0.452,0.189,57,302,7.0,9,35,37,56,26,10
O.J. Mayo,2012,SG,mayooj01,66,4.2,7.0,MEM,0.476,11.2,0.364,0.5,0.434,0.773,0.408,12.1,1.9,1.1,0.5,23.9,16.1,6.9,2.1,13.3,0.374,0.513,0.234,61,365,9.0,9,60,36,56,35,18
Omri Casspi,2012,SF,casspom01,65,2.6,3.8,CLE,0.467,6.3,0.315,1.0,0.463,0.685,0.403,14.5,5.1,1.2,-1.3,17.6,8.4,9.7,1.5,12.2,0.408,0.499,0.262,57,149,6.0,8,53,33,27,21,10
Patrick Patterson,2012,PF,pattepa01,64,0.0,7.9,HOU,0.44,8.0,0.0,1.8,0.443,0.702,0.44,13.7,8.7,1.8,-2.0,17.9,5.7,11.2,1.0,8.4,0.006,0.457,0.112,55,132,7.0,3,25,19,19,8,14
Patty Mills,2012,PG,millspa02,16,3.5,4.6,SAS,0.577,8.1,0.429,0.3,0.527,1.0,0.485,10.3,1.8,0.3,3.6,28.4,25.9,6.2,2.0,16.0,0.431,0.604,0.115,4,90,2.0,2,3,4,18,5,0
Pau Gasol,2012,PF,gasolpa01,65,0.4,13.7,LAL,0.504,14.1,0.259,2.8,0.508,0.782,0.501,21.8,8.8,2.6,2.6,22.1,17.2,15.6,0.8,12.1,0.029,0.547,0.285,60,519,10.0,22,103,56,59,52,12
Paul George,2012,SG,georgpa01,66,3.5,6.1,IND,0.51,9.7,0.385,0.8,0.472,0.802,0.44,17.9,3.2,1.5,1.4,19.3,13.6,10.6,2.9,14.0,0.366,0.555,0.285,112,354,16.0,13,77,52,55,29,20
Paul Millsap,2012,PF,millspa01,64,0.5,13.0,UTA,0.499,13.5,0.226,2.8,0.505,0.792,0.495,21.2,9.7,2.0,2.6,23.2,12.4,15.4,2.9,10.3,0.036,0.545,0.296,114,339,4.0,28,119,65,40,32,22
Paul Pierce,2012,SF,piercpa01,61,4.5,10.1,BOS,0.499,14.6,0.366,0.6,0.476,0.852,0.443,15.2,2.2,1.0,3.0,28.1,24.3,9.0,1.8,14.2,0.307,0.567,0.387,81,588,4.0,30,142,48,79,57,20
Quentin Richardson,2012,SF,richaqu01,48,2.5,1.6,ORL,0.482,4.1,0.347,0.3,0.421,0.833,0.376,14.6,2.0,0.5,-2.5,13.0,7.0,8.2,1.7,12.1,0.614,0.511,0.152,38,94,5.0,4,13,4,20,5,3
Quincy Pondexter,2012,SF,pondequ01,64,1.1,2.6,MEM,0.498,3.7,0.301,0.9,0.518,0.623,0.452,8.5,6.3,0.4,-1.9,13.2,4.1,7.3,1.4,10.3,0.305,0.517,0.222,42,60,2.0,4,24,20,15,7,1
Raja Bell,2012,SG,bellra01,34,2.6,2.6,UTA,0.563,5.1,0.391,0.2,0.54,0.84,0.466,6.3,0.9,0.2,-1.8,11.6,7.0,3.5,0.9,10.2,0.5,0.586,0.144,34,86,11.0,2,6,4,13,5,2
Rajon Rondo,2012,PG,rondora01,53,0.8,10.0,BOS,0.456,10.8,0.238,1.2,0.464,0.597,0.448,11.2,3.9,0.1,1.5,20.7,52.5,7.7,2.6,22.8,0.073,0.483,0.316,23,1370,14.0,12,64,43,134,39,10
Ramon Sessions,2012,PG,sessira01,64,1.5,7.3,2TM,0.466,8.8,0.443,0.5,0.425,0.782,0.428,12.0,2.2,0.1,1.0,21.6,35.5,7.1,1.4,17.3,0.172,0.535,0.439,29,802,12.0,22,106,40,90,31,12
Ramon Sessions,2012,PG,sessira01,41,1.5,7.1,CLE,0.435,8.6,0.419,0.5,0.394,0.83,0.398,12.7,2.1,0.1,1.0,22.4,37.1,7.2,1.4,16.4,0.175,0.514,0.415,14,488,8.0,16,66,24,52,16,8
Ramon Sessions,2012,PG,sessira01,23,1.5,7.7,LAL,0.519,9.2,0.486,0.6,0.477,0.713,0.479,11.1,2.3,0.2,1.0,20.5,33.1,6.9,1.3,18.8,0.166,0.57,0.479,15,314,4.0,6,40,16,38,15,4
Randy Foye,2012,SG,foyera01,65,5.1,4.8,LAC,0.496,9.9,0.386,0.4,0.41,0.859,0.398,8.1,1.7,1.2,1.1,20.7,14.2,4.9,1.5,9.7,0.511,0.522,0.132,61,328,10.0,8,33,34,41,16,10
Rashard Lewis,2012,SF,lewisra02,28,2.4,5.5,WAS,0.421,7.9,0.239,1.2,0.448,0.838,0.385,11.7,5.2,1.1,-2.3,16.5,5.7,8.4,1.6,11.9,0.303,0.457,0.167,24,59,1.0,5,20,15,13,13,4
Rasual Butler,2012,SF,butlera01,34,2.3,1.6,TOR,0.387,3.9,0.273,0.2,0.357,0.583,0.308,15.4,1.6,0.9,-3.9,15.9,6.8,8.5,0.8,9.8,0.579,0.398,0.09,24,44,0.0,1,4,5,7,3,4
Ray Allen,2012,SG,allenra02,46,5.1,5.6,BOS,0.566,10.7,0.453,0.3,0.463,0.915,0.458,9.2,1.1,0.4,1.5,18.6,11.8,5.3,1.7,11.2,0.475,0.607,0.215,42,229,4.0,9,34,18,36,19,11
Raymond Felton,2012,PG,feltora01,60,3.4,7.3,POR,0.455,10.7,0.305,0.5,0.453,0.806,0.407,7.6,1.6,0.4,-0.3,20.8,33.3,4.6,2.2,19.6,0.316,0.491,0.193,44,881,11.0,9,42,25,107,41,15
Reggie Evans,2012,PF,evansre01,56,0.0,1.3,LAC,0.472,1.3,,1.8,0.472,0.507,0.472,26.7,15.3,0.6,-3.5,8.8,3.1,20.9,2.2,29.9,0.0,0.504,0.986,36,38,0.0,5,27,14,8,11,13
Reggie Jackson,2012,PG,jacksre01,45,1.4,2.2,OKC,0.362,3.5,0.21,0.3,0.392,0.862,0.321,8.3,3.4,0.1,-3.3,18.7,21.2,6.0,2.6,17.3,0.39,0.408,0.182,15,169,3.0,1,10,11,16,9,4
Reggie Williams,2012,SF,willire02,33,3.2,4.5,CHA,0.48,7.7,0.308,0.8,0.493,0.725,0.416,10.5,4.0,0.3,-0.4,18.9,14.7,7.1,1.4,10.8,0.42,0.503,0.157,17,130,0.0,8,21,11,18,10,3
Renaldo Balkman,2012,SF,balkmre01,14,0.6,1.6,NYK,0.531,2.3,0.222,0.4,0.609,0.727,0.5,20.3,6.0,2.1,-1.3,16.7,7.2,13.1,1.8,14.0,0.281,0.57,0.344,9,11,0.0,1,5,0,2,4,0
Richard Hamilton,2012,SG,hamilri01,28,1.6,9.4,CHI,0.479,11.1,0.37,0.7,0.466,0.784,0.452,7.2,3.3,0.1,-0.7,24.5,21.0,5.3,0.9,13.1,0.148,0.5,0.119,19,187,1.0,8,16,13,25,14,3
Richard Jefferson,2012,SF,jefferi01,63,4.3,3.5,2TM,0.532,7.7,0.42,0.4,0.411,0.694,0.416,12.4,1.7,0.8,-0.2,15.1,7.3,7.2,1.1,8.7,0.551,0.55,0.174,64,204,4.0,4,31,18,29,9,8
Richard Jefferson,2012,SF,jefferi01,22,3.6,4.1,GSW,0.518,7.7,0.418,0.4,0.422,0.686,0.42,13.3,1.6,0.9,-0.6,16.1,8.6,7.4,1.1,8.9,0.467,0.54,0.207,17,77,1.0,2,11,9,8,6,3
Richard Jefferson,2012,SF,jefferi01,41,4.6,3.1,SAS,0.539,7.8,0.421,0.4,0.403,0.7,0.414,12.0,1.8,0.7,0.0,14.6,6.7,7.0,1.1,8.6,0.596,0.556,0.157,47,127,3.0,2,20,9,21,3,5
Ricky Rubio,2012,PG,rubiori01,41,2.3,7.2,MIN,0.398,9.5,0.34,0.5,0.363,0.803,0.357,11.9,1.6,0.4,-0.4,18.7,37.4,6.7,3.3,22.2,0.242,0.476,0.404,41,784,13.0,5,44,34,93,28,2
Robin Lopez,2012,C,lopezro01,64,0.0,4.2,PHO,0.461,4.2,,1.4,0.461,0.714,0.461,14.8,11.5,4.8,-2.2,18.9,3.4,13.2,1.0,11.5,0.0,0.526,0.52,80,46,2.0,10,62,18,9,12,12
