player,season,pos,player_id,g,x3pa_per_game,x2pa_per_game,team,e_fg_percent,fga_per_game,x3p_percent,orb_per_game,x2p_percent,ft_percent,fg_percent,drb_percent,orb_percent,blk_percent,obpm,usg_percent,ast_percent,trb_percent,stl_percent,tov_percent,x3p_ar,ts_percent,f_tr,shooting_foul_committed,points_generated_by_assists,offensive_foul_drawn,and1,shooting_foul_drawn,fga_blocked,bad_pass_turnover,lost_ball_turnover,offensive_foul_committed
Mark Davis,1998,SF,davisma02,71,0.1,3.4,PHI,0.447,3.4,0.0,0.9,0.458,0.634,0.447,12.0,8.1,1.5,-2.6,18.8,13.5,10.0,2.9,24.0,0.025,0.489,0.414,41,154,,7,41,30,45,21,6
Mark Hendrickson,1998,PF,hendrma01,48,0.1,3.0,SAC,0.389,3.1,0.0,0.7,0.403,0.825,0.389,17.0,4.9,0.8,-3.5,12.4,8.3,10.8,1.8,15.1,0.034,0.468,0.383,26,90,,5,28,13,17,5,2
Mark Jackson,1998,PG,jacksma01,82,1.7,5.6,IND,0.452,7.3,0.314,0.8,0.447,0.761,0.416,12.1,3.5,0.1,2.9,16.8,46.7,8.0,1.9,20.4,0.229,0.501,0.301,48,1565,,10,51,41,126,30,9
Mark Pope,1998,SF,popema01,28,0.1,1.4,IND,0.354,1.5,0.333,0.3,0.342,0.588,0.341,10.1,5.9,2.2,-7.1,14.4,5.5,8.1,0.8,17.1,0.073,0.402,0.415,13,17,,1,7,2,4,1,4
Mark Price,1998,PG,pricema01,63,2.5,6.0,ORL,0.48,8.4,0.335,0.4,0.471,0.845,0.431,8.8,1.9,0.3,0.8,23.7,38.6,5.3,2.0,21.9,0.292,0.518,0.194,21,625,,3,9,21,113,32,4
Mark Strickland,1998,PF,stricma01,51,0.0,5.3,MIA,0.539,5.3,0.0,1.6,0.541,0.72,0.539,17.8,11.4,2.9,0.1,19.4,5.6,14.7,1.2,13.3,0.004,0.572,0.305,35,60,,4,35,23,12,7,5
Mark West,1998,C,westma01,15,0.0,1.4,IND,0.476,1.4,,0.4,0.476,0.5,0.476,9.8,7.2,2.7,-5.8,14.3,3.0,8.6,1.0,25.3,0.0,0.486,0.286,5,4,,0,2,3,0,2,1
Marko Milič,1998,SF,milicma01,33,0.2,1.8,PHO,0.633,1.9,0.5,0.3,0.621,0.647,0.609,10.5,7.3,0.0,-0.4,25.7,13.5,9.0,3.2,22.7,0.094,0.644,0.266,3,27,,3,8,5,5,7,0
Martin Müürsepp,1998,PF,muursma01,41,0.9,3.7,DAL,0.476,4.7,0.421,1.1,0.438,0.761,0.435,12.8,8.3,1.6,-1.5,18.9,8.5,10.5,2.6,11.6,0.199,0.528,0.351,57,64,,3,26,25,13,2,6
Marty Conlon,1998,C,conloma01,18,0.0,3.4,MIA,0.452,3.4,,0.9,0.452,0.727,0.452,16.3,9.3,1.7,-0.4,20.6,9.8,12.9,2.4,11.9,0.0,0.541,0.71,9,28,,6,18,6,4,3,0
Matt Bullard,1998,SF,bullama01,67,3.4,2.4,HOU,0.573,5.8,0.416,0.4,0.5,0.741,0.45,11.9,2.5,1.4,1.9,16.8,8.5,7.3,1.4,8.9,0.594,0.581,0.069,69,131,,0,10,7,26,8,4
Matt Geiger,1998,C,geigema01,78,0.1,8.9,CHH,0.506,9.1,0.091,2.5,0.511,0.712,0.505,21.1,13.0,3.5,1.2,23.2,7.6,17.1,2.0,12.0,0.016,0.544,0.333,87,180,,27,105,52,44,18,13
Matt Maloney,1998,PG,malonma01,78,4.4,3.1,HOU,0.515,7.5,0.364,0.2,0.471,0.833,0.408,6.6,0.9,0.2,-0.6,14.9,15.6,3.8,1.5,14.7,0.59,0.539,0.133,67,485,,8,23,20,71,23,2
Maurice Taylor,1998,PF,tayloma01,71,0.0,9.5,LAC,0.476,9.5,0.0,1.7,0.476,0.709,0.476,13.5,8.8,1.8,-1.5,26.1,6.6,11.1,1.2,12.0,0.001,0.521,0.361,120,118,,36,103,38,45,15,23
Michael Cage,1998,C,cagemi01,79,0.0,1.1,NJN,0.512,1.1,0.0,1.5,0.518,0.556,0.512,19.9,10.4,2.7,-0.9,4.4,3.6,14.8,2.0,18.7,0.012,0.531,0.429,67,75,,0,11,1,11,6,0
Michael Curry,1998,SG,currymi01,82,0.1,5.0,MIL,0.474,5.1,0.444,0.3,0.469,0.835,0.469,4.5,1.6,0.5,-2.9,13.2,10.9,3.0,1.5,13.5,0.022,0.548,0.421,90,298,,11,66,16,38,13,10
Michael Finley,1998,SF,finlemi01,82,3.0,15.4,DAL,0.477,18.4,0.357,1.8,0.466,0.784,0.449,9.6,4.8,0.6,3.0,25.7,22.7,7.2,2.1,11.5,0.162,0.522,0.276,67,903,,28,169,49,130,34,15
Michael Jordan,1998,SG,jordami01,82,1.5,21.5,CHI,0.473,23.1,0.238,1.6,0.482,0.784,0.465,12.5,4.7,1.0,5.9,33.7,18.0,8.5,2.4,7.7,0.067,0.533,0.381,66,607,,70,278,73,89,45,13
Michael McDonald,1998,C,mcdonmi01,1,0.0,0.0,CHH,,0.0,,1.0,,,,0.0,30.5,0.0,-26.2,23.1,0.0,15.1,0.0,100.0,,,,0,0,,0,0,0,0,0,1
Michael Smith,1998,PF,smithmi02,48,0.0,4.0,2TM,0.479,4.0,0.0,2.5,0.482,0.631,0.479,20.2,12.9,1.0,-0.1,12.3,12.5,16.5,2.0,17.6,0.005,0.524,0.531,54,198,,9,46,31,23,9,5
Michael Smith,1998,PF,smithmi02,18,0.0,3.4,SAC,0.426,3.4,,1.9,0.426,0.567,0.426,21.4,11.0,1.8,-1.5,11.4,12.4,16.0,2.3,16.8,0.0,0.465,0.492,21,64,,2,13,13,6,2,1
Michael Smith,1998,PF,smithmi02,30,0.0,4.4,VAN,0.504,4.4,0.0,2.8,0.508,0.658,0.504,19.7,13.9,0.6,0.6,12.7,12.6,16.8,1.9,17.9,0.008,0.551,0.549,33,134,,7,33,18,17,7,4
Michael Stewart,1998,C,stewami01,81,0.0,4.0,SAC,0.48,4.0,,2.4,0.48,0.458,0.48,21.9,12.2,7.5,-3.3,11.9,5.2,16.9,0.9,18.1,0.0,0.486,0.44,144,132,,6,57,35,34,14,16
Micheal Williams,1998,PG,willimi02,25,0.2,1.8,MIN,0.333,1.9,0.0,0.1,0.364,0.97,0.333,8.4,1.4,0.9,-2.4,21.7,28.7,4.9,2.9,20.4,0.083,0.512,0.688,9,66,,1,12,3,10,2,1
Mitch Richmond,1998,SG,richmmi01,70,4.8,12.7,SAC,0.498,17.4,0.389,0.7,0.466,0.864,0.445,7.9,2.1,0.4,4.4,27.8,20.2,5.0,1.8,11.3,0.274,0.569,0.386,55,586,,28,168,61,91,37,16
Mitchell Butler,1998,SG,butlemi02,18,0.3,2.3,CLE,0.33,2.6,0.167,0.3,0.341,0.6,0.319,9.4,3.6,0.0,-5.0,13.3,13.7,6.6,2.1,13.5,0.128,0.36,0.213,10,38,,0,3,7,2,2,0
Monty Williams,1998,SF,willimo01,72,0.0,5.1,SAS,0.45,5.1,0.5,0.9,0.448,0.67,0.448,9.2,6.3,1.3,-2.4,18.9,11.2,7.9,1.4,15.5,0.005,0.505,0.495,69,192,,10,76,38,36,17,10
Mookie Blaylock,1998,PG,blaylmo01,70,4.8,8.6,ATL,0.44,13.4,0.269,1.2,0.46,0.709,0.392,10.9,3.7,0.5,1.2,20.1,29.5,7.4,3.7,15.0,0.356,0.462,0.143,63,986,,11,45,22,132,17,4
Muggsy Bogues,1998,PG,boguemu01,61,0.3,5.0,2TM,0.443,5.3,0.25,0.5,0.446,0.897,0.437,7.1,2.0,0.1,-1.5,12.7,33.6,4.5,2.2,22.9,0.05,0.492,0.211,10,687,,2,12,13,83,10,3
Muggsy Bogues,1998,PG,boguemu01,2,0.0,2.5,CHH,0.4,2.5,,0.0,0.4,1.0,0.4,7.5,0.0,0.0,0.6,19.9,40.0,3.8,6.7,14.5,0.0,0.51,0.4,0,9,,0,0,1,1,0,0
Muggsy Bogues,1998,PG,boguemu01,59,0.3,5.1,GSW,0.443,5.4,0.25,0.5,0.447,0.894,0.437,7.1,2.0,0.1,-1.5,12.7,33.5,4.5,2.2,23.1,0.05,0.491,0.208,10,678,,2,12,12,82,10,3
Nate McMillan,1998,SG,mcmilna01,18,1.9,1.8,SEA,0.455,3.7,0.441,0.7,0.242,1.0,0.343,11.4,5.7,1.1,0.4,13.2,28.6,8.6,2.7,15.1,0.507,0.46,0.015,22,122,,1,1,5,11,0,1
Nick Anderson,1998,SF,anderni01,58,3.7,9.3,ORL,0.506,13.0,0.36,1.7,0.493,0.638,0.455,14.1,6.6,1.0,4.0,25.0,14.1,10.3,2.3,9.2,0.284,0.529,0.264,61,254,,21,81,32,46,22,6
Nick Van Exel,1998,PG,vanexni01,64,4.9,6.7,LAL,0.501,11.6,0.389,0.5,0.44,0.791,0.419,8.8,1.8,0.2,3.7,19.8,33.5,5.3,1.6,11.3,0.425,0.538,0.231,54,963,,11,60,28,70,16,2
Olden Polynice,1998,C,polynol01,70,0.0,7.7,SAC,0.459,7.7,0.0,2.5,0.46,0.452,0.459,20.8,12.9,2.1,-1.6,21.1,12.7,16.8,1.3,14.2,0.002,0.464,0.212,73,225,,16,52,40,47,24,9
Oliver Miller,1998,C,milleol01,64,0.1,5.7,TOR,0.461,5.8,0.0,2.3,0.466,0.604,0.461,18.2,9.7,3.0,-1.9,14.7,18.8,13.8,1.8,24.1,0.011,0.485,0.274,118,434,,9,45,41,90,16,6
Othella Harrington,1998,PF,harriot01,58,0.0,4.6,HOU,0.485,4.6,0.0,1.3,0.487,0.754,0.485,17.4,9.7,2.1,-1.7,18.4,4.4,13.6,0.6,12.8,0.004,0.547,0.459,48,59,,9,44,22,12,14,11
Otis Thorpe,1998,PF,thorpot01,74,0.1,8.4,2TM,0.471,8.4,0.0,2.0,0.475,0.683,0.471,20.1,7.8,0.9,-1.3,17.8,16.3,13.9,1.1,17.2,0.008,0.515,0.385,116,467,,18,98,40,89,26,17
Otis Thorpe,1998,PF,thorpot01,27,0.0,7.1,SAC,0.459,7.2,0.0,1.9,0.461,0.657,0.459,21.0,8.9,0.8,-1.3,18.7,16.1,14.8,1.5,14.1,0.005,0.498,0.361,41,127,,6,31,12,25,6,3
Otis Thorpe,1998,PF,thorpot01,47,0.1,9.1,VAN,0.477,9.1,0.0,2.1,0.481,0.694,0.477,19.7,7.3,1.0,-1.4,17.5,16.3,13.6,1.0,18.6,0.009,0.523,0.395,75,340,,12,67,28,64,20,14
P.J. Brown,1998,PF,brownpj01,74,0.0,8.0,MIA,0.471,8.0,,3.2,0.471,0.766,0.471,19.2,12.1,3.0,-0.2,15.3,7.2,15.8,1.5,12.5,0.0,0.522,0.334,110,236,,15,86,35,33,16,23
Patrick Ewing,1998,C,ewingpa01,26,0.1,15.4,NYK,0.504,15.5,0.0,2.3,0.506,0.72,0.504,29.3,8.3,5.3,2.4,31.1,6.8,18.8,1.0,13.7,0.005,0.557,0.462,36,61,,10,76,17,23,18,11
Pervis Ellison,1998,PF,ellispe01,33,0.0,2.1,BOS,0.571,2.1,,1.6,0.571,0.588,0.571,16.4,12.6,5.4,-2.7,10.9,10.3,14.4,2.3,24.8,0.0,0.589,0.486,51,64,,0,12,2,8,6,5
Pete Chilcutt,1998,PF,chilcpe01,82,1.6,2.8,VAN,0.51,4.4,0.415,0.9,0.445,0.661,0.435,18.5,6.3,1.8,-0.5,14.0,11.3,12.4,1.9,13.9,0.362,0.526,0.164,94,231,,6,17,10,44,10,2
Pete Myers,1998,SG,myerspe01,9,0.0,1.1,NYK,0.5,1.1,,0.6,0.5,0.667,0.5,15.1,14.9,0.0,-2.1,19.5,12.6,15.0,5.4,24.0,0.0,0.554,0.6,2,6,,0,2,1,1,0,1
Pooh Richardson,1998,PG,richapo01,69,0.8,4.0,LAC,0.389,4.8,0.193,0.2,0.409,0.698,0.372,7.2,1.5,0.2,-2.3,14.4,28.1,4.4,1.8,13.3,0.171,0.411,0.129,24,519,,1,16,25,41,4,3
Popeye Jones,1998,PF,jonespo01,14,0.2,8.9,TOR,0.417,9.1,0.667,3.6,0.403,0.737,0.409,17.2,15.3,0.6,-1.3,18.9,8.6,16.2,1.5,10.6,0.024,0.443,0.15,20,37,,3,9,6,6,2,3
Priest Lauderdale,1998,C,laudepr01,39,0.0,3.3,DEN,0.417,3.3,,0.7,0.417,0.551,0.417,25.7,9.0,3.7,-6.4,26.8,11.6,17.1,1.1,22.6,0.0,0.458,0.543,44,49,,3,24,10,17,11,4
Randy Brown,1998,PG,brownra02,71,0.1,4.2,CHI,0.384,4.3,0.0,0.5,0.391,0.718,0.384,6.0,3.4,0.8,-4.0,15.6,19.6,4.7,3.3,15.8,0.017,0.428,0.258,44,321,,6,31,35,28,16,4
Randy Livingston,1998,PG,livinra01,12,0.0,1.0,ATL,0.25,1.0,,0.1,0.25,0.8,0.25,6.9,1.5,1.7,-5.4,11.4,8.8,4.3,4.7,29.7,0.0,0.352,0.417,5,13,,1,3,3,5,0,0
Rasheed Wallace,1998,PF,wallara01,77,0.5,10.9,POR,0.537,11.4,0.205,1.7,0.548,0.662,0.533,13.4,5.5,2.2,0.1,18.2,11.9,9.6,1.4,14.3,0.045,0.564,0.318,140,416,,22,111,31,92,36,12
Ray Allen,1998,SG,allenra02,82,4.5,11.5,MIL,0.479,16.0,0.364,1.5,0.453,0.875,0.428,10.4,4.7,0.3,1.9,24.3,19.3,7.5,1.8,15.0,0.28,0.539,0.297,129,739,,23,129,54,135,81,18
Reggie Geary,1998,PG,gearyre01,62,0.6,2.1,SAS,0.367,2.7,0.3,0.3,0.341,0.5,0.331,7.6,3.4,1.2,-5.6,16.1,16.6,5.6,2.9,17.8,0.237,0.392,0.331,32,164,,4,14,12,19,11,4
Reggie Hanson,1998,SF,hansore01,8,0.0,0.8,BOS,0.5,0.8,,0.4,0.5,,0.5,14.9,12.5,3.0,-8.5,15.0,5.9,13.6,4.0,33.3,0.0,0.5,0.0,3,2,,0,0,1,1,1,1
Reggie Jordan,1998,SG,jordare01,57,0.0,2.0,MIN,0.478,2.0,0.0,1.0,0.482,0.569,0.478,9.2,13.4,1.3,-0.1,15.9,15.1,11.3,3.7,17.2,0.009,0.515,0.637,19,110,,6,34,18,15,5,1
Reggie Miller,1998,SG,millere01,81,4.7,8.6,IND,0.553,13.3,0.429,0.6,0.504,0.868,0.477,7.6,2.1,0.3,4.8,23.9,11.1,5.0,1.5,9.1,0.353,0.619,0.407,44,377,,23,131,38,63,24,18
Reggie Slater,1998,PF,slatere01,78,0.0,5.9,TOR,0.46,5.9,,1.7,0.46,0.63,0.46,12.0,8.7,1.2,-2.2,18.5,7.2,10.3,1.4,14.5,0.0,0.52,0.702,101,169,,24,148,76,33,26,18
Rex Chapman,1998,SG,chapmre01,68,4.6,9.5,PHO,0.49,14.1,0.386,0.4,0.447,0.781,0.427,7.2,1.6,0.4,0.9,23.1,14.8,4.5,1.6,10.0,0.325,0.521,0.196,66,429,,20,68,30,79,22,7
Rex Walters,1998,SG,waltere01,38,0.6,0.8,2TM,0.509,1.4,0.273,0.1,0.581,0.929,0.453,9.2,2.5,0.3,-1.6,17.9,24.1,5.9,1.8,29.2,0.415,0.612,0.528,16,77,,2,9,1,13,9,1
Rex Walters,1998,SG,waltere01,19,0.4,0.8,MIA,0.604,1.3,0.375,0.1,0.625,0.818,0.542,13.7,2.2,0.7,-0.4,16.8,21.6,8.1,1.5,25.7,0.333,0.659,0.458,5,31,,1,3,0,4,4,1
Rex Walters,1998,SG,waltere01,19,0.7,0.8,PHI,0.431,1.5,0.214,0.2,0.533,1.0,0.379,5.5,2.7,0.0,-2.7,18.9,26.2,4.1,2.1,31.8,0.483,0.576,0.586,11,46,,1,6,1,9,5,0
Rick Brunson,1998,PG,brunsri01,38,1.6,2.1,POR,0.426,3.7,0.361,0.4,0.338,0.677,0.348,7.6,2.7,0.4,-2.4,16.0,24.8,5.2,2.1,23.6,0.433,0.481,0.44,12,216,,2,18,13,30,6,8
Rick Fox,1998,SF,foxri01,82,3.2,6.2,LAL,0.527,9.4,0.325,1.0,0.547,0.743,0.471,11.4,3.3,1.2,-0.8,17.5,15.5,7.5,1.9,18.7,0.344,0.564,0.298,152,596,,23,84,55,115,23,23
Rick Mahorn,1998,C,mahorri01,59,0.0,2.2,DET,0.457,2.2,,1.1,0.457,0.676,0.457,22.0,10.9,0.7,-4.5,11.9,3.3,16.4,1.1,20.4,0.0,0.49,0.264,68,31,,2,12,16,9,8,12
Ricky Pierce,1998,SG,piercri01,39,0.3,3.3,MIL,0.378,3.7,0.308,0.5,0.369,0.827,0.364,7.2,5.2,0.0,-1.5,19.3,12.5,6.2,1.1,11.2,0.091,0.455,0.364,15,70,,3,22,12,11,5,1
Rik Smits,1998,C,smitsri01,73,0.0,14.2,IND,0.495,14.2,0.0,1.7,0.497,0.783,0.495,20.8,7.7,3.0,0.6,29.2,9.9,14.6,1.0,10.5,0.003,0.532,0.231,106,226,,24,93,47,63,25,23
Robert Horry,1998,PF,horryro01,72,1.3,4.5,LAL,0.499,5.8,0.204,2.6,0.554,0.692,0.476,17.9,9.8,3.0,0.3,11.9,10.6,14.0,2.6,16.7,0.221,0.542,0.402,111,366,,15,61,35,61,15,13
Robert Pack,1998,PG,packro01,12,0.5,7.7,DAL,0.352,8.2,0.5,0.7,0.326,0.694,0.337,10.1,3.0,0.2,-4.7,23.8,23.5,6.5,3.7,25.0,0.061,0.413,0.367,5,94,,0,14,14,25,6,1
Rod Strickland,1998,PG,stricro02,76,0.6,14.2,WAS,0.439,14.9,0.25,1.5,0.442,0.726,0.434,11.4,4.1,0.6,2.8,23.7,43.1,7.6,2.2,16.5,0.042,0.501,0.435,71,1692,,43,186,70,157,67,15
Rodney Rogers,1998,SF,rogerro01,76,2.8,9.5,LAC,0.494,12.3,0.34,2.0,0.49,0.686,0.456,12.4,7.0,1.0,0.6,22.6,14.2,9.7,1.9,15.2,0.227,0.532,0.351,130,445,,30,138,69,108,31,23
Rodrick Rhodes,1998,SF,rhodero01,58,0.1,5.1,HOU,0.37,5.3,0.25,0.5,0.37,0.617,0.367,4.6,3.1,0.7,-5.1,20.4,16.1,3.9,3.1,20.2,0.026,0.439,0.59,57,238,,12,63,38,45,22,12
Ron Harper,1998,PG,harpero01,82,1.0,7.1,CHI,0.453,8.1,0.19,1.3,0.477,0.75,0.441,9.2,5.3,1.5,-0.2,16.7,16.4,7.3,2.5,10.7,0.126,0.503,0.325,85,521,,24,101,48,44,22,6
Ron Mercer,1998,SG,mercero01,80,0.4,14.0,BOS,0.451,14.3,0.107,1.4,0.458,0.839,0.45,8.3,4.4,0.5,-0.7,22.3,11.6,6.2,2.4,9.6,0.024,0.491,0.196,82,397,,19,86,34,45,36,10
Rony Seikaly,1998,C,seikaro01,56,0.0,10.3,2TM,0.432,10.3,0.0,2.6,0.433,0.741,0.432,18.2,10.2,1.9,-1.0,24.3,8.5,14.1,0.9,16.8,0.003,0.514,0.573,80,175,,28,136,53,36,48,21
Rony Seikaly,1998,C,seikaro01,9,0.0,4.6,NJN,0.317,4.6,,1.8,0.317,0.593,0.317,16.3,11.4,1.9,-5.4,18.6,7.7,13.7,1.0,18.5,0.0,0.397,0.659,15,17,,1,12,5,2,7,0
Rony Seikaly,1998,C,seikaro01,47,0.0,11.4,ORL,0.441,11.4,0.0,2.8,0.442,0.754,0.441,18.4,10.1,1.9,-0.6,24.9,8.6,14.2,0.9,16.6,0.004,0.524,0.567,65,158,,27,124,48,34,41,21
Roy Rogers,1998,PF,rogerro02,15,0.0,1.7,2TM,0.36,1.7,,0.5,0.36,0.333,0.36,10.5,8.1,5.6,-6.5,13.4,2.8,9.1,1.5,15.3,0.0,0.362,0.24,13,5,,0,3,4,1,1,0
Roy Rogers,1998,PF,rogerro02,9,0.0,0.9,BOS,0.375,0.9,,0.0,0.375,0.5,0.375,17.4,0.0,8.5,-5.2,11.5,4.0,8.0,2.8,10.1,0.0,0.394,0.25,4,3,,0,1,2,0,0,0
Roy Rogers,1998,PF,rogerro02,6,0.0,2.8,TOR,0.353,2.8,,1.3,0.353,0.25,0.353,6.8,12.5,4.0,-7.2,14.5,2.2,9.7,0.8,17.6,0.0,0.346,0.235,9,2,,0,2,2,1,1,0
Rusty LaRue,1998,PG,larueru01,14,1.1,2.4,CHI,0.449,3.5,0.25,0.1,0.485,0.625,0.408,5.7,0.8,0.5,-3.7,18.7,5.7,3.3,1.2,10.3,0.327,0.466,0.163,3,10,,0,2,1,2,2,0
Sam Cassell,1998,PG,cassesa01,75,1.1,14.3,NJN,0.448,15.4,0.188,1.0,0.46,0.86,0.441,7.4,3.0,0.6,3.7,27.5,40.4,5.1,2.4,16.3,0.069,0.533,0.439,73,1313,,31,153,73,118,78,24
Sam Mack,1998,SF,macksa01,57,4.7,5.1,VAN,0.496,9.8,0.409,0.5,0.386,0.805,0.397,8.4,2.4,0.5,0.3,20.8,11.9,5.4,1.5,10.4,0.481,0.519,0.138,60,207,,4,26,40,34,17,4
Sam Mitchell,1998,SF,mitchsa01,81,0.5,9.3,MIN,0.473,9.9,0.349,1.5,0.47,0.832,0.464,13.4,6.0,0.7,0.4,19.7,7.6,9.8,1.5,6.6,0.054,0.539,0.365,90,229,,23,123,31,30,16,6
Sam Perkins,1998,PF,perkisa01,81,2.7,3.1,SEA,0.508,5.8,0.392,0.7,0.438,0.789,0.416,14.2,3.9,1.3,0.9,16.3,10.3,9.1,2.0,10.5,0.471,0.55,0.272,77,270,,4,52,22,33,17,8
Samaki Walker,1998,PF,walkesa01,41,0.0,7.8,DAL,0.486,7.8,0.0,2.3,0.488,0.546,0.486,22.8,10.2,2.7,-2.8,18.9,4.1,16.4,1.6,14.4,0.003,0.502,0.302,79,54,,11,47,37,18,4,8
Scot Pollard,1998,C,pollasc01,33,0.0,2.1,DET,0.5,2.1,,1.0,0.5,0.826,0.5,15.1,12.7,2.4,-1.5,13.5,4.7,13.9,1.4,13.0,0.0,0.555,0.329,22,19,,3,12,10,3,2,6
Scott Brooks,1998,PG,brooksc01,43,0.3,1.3,CLE,0.462,1.5,0.455,0.1,0.418,0.9,0.424,9.3,2.4,0.7,-0.2,12.8,25.3,5.9,3.1,13.8,0.167,0.528,0.303,13,105,,1,7,2,8,4,0
Scott Burrell,1998,SF,burresc01,80,1.8,2.9,CHI,0.492,4.7,0.354,1.0,0.468,0.734,0.424,12.4,8.3,2.5,0.4,18.5,9.5,10.3,3.1,11.0,0.384,0.516,0.171,71,143,,7,29,11,38,5,2
Scott Williams,1998,C,willisc01,58,0.1,3.6,PHI,0.437,3.7,0.0,1.5,0.447,0.81,0.437,17.9,12.4,1.9,-2.6,15.2,6.0,15.1,1.1,11.1,0.023,0.492,0.296,66,66,,7,26,11,9,6,9
Scottie Pippen,1998,SF,pippesc01,44,4.4,11.6,CHI,0.491,16.0,0.318,1.2,0.496,0.777,0.447,12.1,3.7,1.9,3.3,24.4,26.5,7.9,2.6,12.1,0.273,0.533,0.274,44,543,,19,86,35,65,20,10
Sean Elliott,1998,SF,elliose01,36,2.5,5.9,SAS,0.459,8.4,0.378,0.4,0.413,0.718,0.403,11.6,1.9,1.0,-2.8,18.3,10.0,7.1,1.3,14.5,0.297,0.495,0.257,37,129,,2,25,20,29,10,4
Sean Higgins,1998,SF,higgise01,2,1.0,1.5,POR,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-21.3,22.6,0.0,0.0,8.9,16.7,0.4,0.0,0.0,0,0,,0,0,0,0,0,1
Sean Rooks,1998,C,rooksse01,41,0.0,2.5,LAL,0.455,2.5,,1.1,0.455,0.595,0.455,18.7,12.6,3.7,-2.3,16.0,8.2,15.7,0.2,12.3,0.0,0.512,0.782,48,57,,7,36,11,13,3,0
Shandon Anderson,1998,SG,andersh01,82,0.4,5.7,UTA,0.545,6.1,0.219,1.0,0.56,0.735,0.538,10.3,7.1,0.8,0.8,19.5,9.4,8.8,2.2,13.5,0.064,0.586,0.37,60,188,,22,77,46,38,22,10
Shaquille O'Neal,1998,C,onealsh01,60,0.0,19.1,LAL,0.584,19.1,,3.5,0.584,0.527,0.584,24.0,11.1,4.6,5.7,32.9,13.5,17.7,0.9,10.8,0.0,0.587,0.594,124,337,,93,291,49,60,23,25
Shareef Abdur-Rahim,1998,SF,abdursh01,82,0.6,15.8,VAN,0.493,16.4,0.412,2.8,0.488,0.784,0.485,13.8,8.9,1.8,3.4,28.4,13.5,11.3,1.6,13.6,0.038,0.562,0.475,83,460,,73,273,182,94,85,20
Sharone Wright,1998,C,wrighsh01,7,0.0,2.0,TOR,0.5,2.0,,0.1,0.5,0.5,0.5,21.2,2.5,0.0,-3.8,17.7,15.5,11.5,0.0,11.3,0.0,0.508,0.286,6,10,,0,2,3,0,2,0
Shawn Bradley,1998,C,bradlsh01,64,0.0,11.1,DAL,0.423,11.1,0.333,2.6,0.422,0.722,0.422,22.1,9.8,8.2,-2.1,22.3,5.9,15.8,1.5,10.8,0.004,0.463,0.253,113,132,,25,84,34,43,16,18
Shawn Kemp,1998,PF,kempsh01,80,0.1,14.5,CLE,0.446,14.6,0.25,2.7,0.446,0.727,0.445,23.0,9.9,2.5,-0.5,28.0,13.6,16.5,2.1,16.1,0.007,0.512,0.478,166,425,,41,215,129,75,55,47
Shawn Respert,1998,SG,respesh01,57,1.6,3.5,2TM,0.497,5.1,0.333,0.6,0.495,0.787,0.444,8.0,4.4,0.1,-1.1,17.9,11.3,6.1,1.9,13.0,0.317,0.53,0.208,28,128,,4,22,8,21,5,6
Shawn Respert,1998,SG,respesh01,10,2.6,5.8,DAL,0.464,8.4,0.231,0.7,0.517,0.571,0.429,10.6,3.5,0.0,-3.1,21.7,14.2,7.0,1.2,14.7,0.31,0.471,0.083,5,39,,1,3,3,8,2,2
Shawn Respert,1998,SG,respesh01,47,1.4,3.0,TOR,0.51,4.4,0.373,0.6,0.486,0.815,0.45,7.2,4.7,0.1,-0.5,16.7,10.4,5.9,2.2,12.4,0.321,0.552,0.258,23,89,,3,19,5,13,3,4
Shawnelle Scott,1998,C,scottsh01,41,0.0,0.9,CLE,0.444,0.9,,0.5,0.444,0.667,0.444,25.1,13.3,3.2,-4.5,13.2,6.8,19.3,1.7,18.5,0.0,0.501,0.5,23,19,,2,9,8,2,3,2
Shea Seals,1998,SG,sealssh01,4,0.8,1.3,LAL,0.125,2.0,0.0,0.8,0.2,0.5,0.125,12.3,38.7,0.0,-10.2,47.8,0.0,25.1,5.7,0.0,0.375,0.205,0.5,1,0,,0,2,2,0,0,0
Sherman Douglas,1998,PG,douglsh01,80,0.6,5.9,NJN,0.509,6.4,0.304,0.7,0.514,0.669,0.495,6.0,3.3,0.3,1.3,17.9,30.4,4.6,1.7,15.7,0.089,0.541,0.334,60,686,,18,54,31,56,28,12
Spud Webb,1998,PG,webbsp01,4,0.3,2.8,ORL,0.417,3.0,0.0,0.5,0.455,1.0,0.417,3.5,6.8,0.0,-9.1,26.8,26.7,5.2,1.6,35.2,0.083,0.466,0.167,4,10,,0,1,0,4,2,0
Stacey Augmon,1998,SG,augmost01,71,0.1,5.1,POR,0.415,5.2,0.143,1.5,0.419,0.603,0.414,10.2,8.7,1.6,-2.5,16.3,9.8,9.5,2.1,15.5,0.019,0.457,0.419,59,191,,9,70,34,32,12,13
Stanley Roberts,1998,C,roberst01,74,0.0,5.2,MIN,0.495,5.2,,1.5,0.495,0.481,0.495,21.5,9.4,3.8,-3.8,17.5,3.1,15.5,0.9,13.3,0.0,0.503,0.404,152,57,,20,79,44,14,26,7
